Property_Type,BHK,Bathrooms,Balcony,Area_SqFt,Locality,City,Price_INR,Property_Age,Floor_Number,Furnished_Status,Metro_Distance,Hospital_Distance,School_Distance,Mall_Distance,Airport_Distance,Crime_Index,Infrastructure_Growth_Score
Residential Apartment,3.0,4.0,1.0,2025.0,Sector 102 Gurgaon,Gurgaon,19500000.0,1,11,Fully Furnished,5.73,3.04,0.23,4.98,28.6,36,80
Residential Apartment,3.0,3.0,3.0,1650.0,Sector 102 Gurgaon,Gurgaon,16700000.0,0,8,Unfurnished,5.91,1.7,3.29,8.21,22.74,31,94
Residential Apartment,3.0,4.0,3.0,1889.0,Sector 102 Gurgaon,Gurgaon,22600000.0,12,6,Unfurnished,3.82,3.51,2.56,6.82,25.59,19,85
Residential Apartment,3.0,4.0,4.0,2290.0,Sector 104 Gurgaon,Gurgaon,19950000.0,15,2,Semi-Furnished,3.0,4.75,1.42,4.12,27.2,18,91
Residential Apartment,4.0,4.0,3.0,3600.0,Sector 65 Gurgaon,Gurgaon,42000000.0,4,4,Semi-Furnished,6.1,3.61,1.47,4.84,24.53,25,83
Residential Apartment,2.0,2.0,2.0,635.0,Sector 76 Gurgaon,Gurgaon,5500000.0,2,6,Unfurnished,2.42,2.2,2.34,9.66,27.24,17,93
Residential Apartment,2.0,2.0,1.0,516.67,Sector 37C Gurgaon,Gurgaon,3800000.0,14,9,Semi-Furnished,6.64,1.3,0.22,7.97,28.09,33,91
Residential Apartment,2.0,2.0,2.0,600.0,Sector 67A Gurgaon,Gurgaon,6000000.0,15,11,Unfurnished,3.62,2.03,1.46,6.49,24.22,29,76
Residential Apartment,4.0,5.0,4.0,2410.0,Sector 66 Gurgaon,Gurgaon,33400000.0,10,2,Unfurnished,0.64,2.56,3.61,9.86,25.69,16,85
Residential Apartment,3.0,2.0,2.0,1359.0,Sector 104 Gurgaon,Gurgaon,15100000.0,18,6,Semi-Furnished,4.77,4.46,2.67,8.03,20.86,25,82
Residential Apartment,5.0,6.0,4.0,5790.0,Sector 102 Gurgaon,Gurgaon,52500000.0,17,10,Fully Furnished,1.96,4.9,0.79,2.95,16.17,27,94
Residential Apartment,2.0,2.0,2.0,1550.0,Sector 104 Gurgaon,Gurgaon,15800000.0,8,11,Fully Furnished,4.0,4.67,3.36,3.22,29.86,22,88
Independent/Builder Floor,3.0,4.0,2.0,1550.0,DLF Phase 2,Gurgaon,26000000.0,7,10,Fully Furnished,6.56,2.75,2.97,7.92,28.61,30,89
Residential Apartment,3.0,3.0,3.0,1855.0,Sector 106 Gurgaon,Gurgaon,26900000.0,18,10,Unfurnished,1.93,2.62,0.45,1.63,20.05,16,82
Residential Apartment,3.0,3.0,3.0,1855.0,Sector 106 Gurgaon,Gurgaon,26200000.0,4,7,Unfurnished,2.06,1.72,3.86,9.84,15.82,22,88
Residential Apartment,3.0,3.0,3.0,1689.0,Sector 104 Gurgaon,Gurgaon,16900000.0,16,14,Fully Furnished,4.05,2.21,3.33,7.3,25.73,16,75
Residential Apartment,4.0,4.0,4.0,2836.0,Sector 109 Gurgaon,Gurgaon,17100000.0,4,14,Fully Furnished,4.07,4.63,0.74,2.35,27.97,35,81
Residential Apartment,3.0,3.0,4.0,2000.0,Sector 103 Gurgaon,Gurgaon,16650000.0,13,8,Fully Furnished,3.9,4.38,3.52,9.59,27.0,21,82
Residential Apartment,3.0,3.0,3.0,1800.0,Sector 63A Gurgaon,Gurgaon,34500000.0,6,13,Unfurnished,5.71,1.16,3.72,9.51,24.77,19,94
Residential Apartment,3.0,3.0,3.0,1650.0,Sector 102 Gurgaon,Gurgaon,16650000.0,8,9,Unfurnished,2.52,2.1,2.14,1.16,24.07,30,87
Residential Apartment,3.0,4.0,4.0,2290.0,Sector 104 Gurgaon,Gurgaon,20200000.0,16,5,Semi-Furnished,2.45,3.11,1.3,4.09,19.66,15,89
Residential Apartment,3.0,3.0,3.0,2047.0,Sector 67 Gurgaon,Gurgaon,31000000.0,2,9,Semi-Furnished,0.67,1.0,2.34,1.85,24.73,38,89
Residential Apartment,4.0,3.0,4.0,3150.000000000315,Sector 65 Gurgaon,Gurgaon,23500000.0,7,9,Semi-Furnished,3.36,2.08,2.83,2.26,15.66,16,85
Residential Apartment,2.0,2.0,2.0,572.86,Sector 89 Gurgaon,Gurgaon,3800000.0,12,13,Fully Furnished,1.97,3.13,1.17,7.77,24.95,19,78
Residential Apartment,3.0,2.0,2.0,1359.0,Sector 104 Gurgaon,Gurgaon,14550000.0,15,11,Unfurnished,4.94,2.53,1.27,2.91,16.51,28,75
Residential Apartment,3.0,4.0,3.0,2003.0,Sector 108 Gurgaon,Gurgaon,19500000.0,9,7,Semi-Furnished,1.86,4.39,3.13,3.28,15.6,22,94
Residential Apartment,3.0,4.0,4.0,2290.0,Sector 104 Gurgaon,Gurgaon,20000000.0,17,2,Semi-Furnished,7.21,3.17,2.74,1.62,27.82,20,93
Independent/Builder Floor,4.0,4.0,3.0,2700.0,Sushant Lok Phase 1,Gurgaon,28500000.0,2,8,Semi-Furnished,6.87,3.52,1.55,6.06,18.59,34,90
Residential Apartment,3.0,4.0,4.0,1860.0,Sector 48 Gurgaon,Gurgaon,23000000.0,11,12,Semi-Furnished,6.24,2.87,1.61,4.89,28.7,32,84
Residential Apartment,2.0,2.0,2.0,591.0,Sector 67A Gurgaon,Gurgaon,6100000.0,15,5,Fully Furnished,6.56,1.89,2.98,8.57,20.22,37,87
Residential Apartment,3.0,4.0,1.0,2025.0,Sector 102 Gurgaon,Gurgaon,19100000.0,17,13,Unfurnished,7.7,3.17,1.51,9.36,18.26,30,80
Residential Apartment,4.0,4.0,4.0,2200.0,Sector 65 Gurgaon,Gurgaon,31000000.0,16,11,Unfurnished,2.9,4.99,1.37,2.2,18.64,21,80
Independent/Builder Floor,4.0,4.0,2.0,3150.0,Sector 50 Gurgaon,Gurgaon,27400000.0,6,8,Unfurnished,7.85,1.4,3.11,8.08,29.31,22,81
Residential Apartment,4.0,4.0,4.0,2836.0,Sector 109 Gurgaon,Gurgaon,17200000.0,18,2,Semi-Furnished,7.18,3.76,1.78,1.28,20.34,38,90
Residential Apartment,3.0,3.0,4.0,1750.0,Sector 109 Gurgaon,Gurgaon,15500000.0,7,14,Fully Furnished,3.21,3.7,3.21,7.73,25.46,39,83
Residential Apartment,3.0,4.0,4.0,2575.0,Sector 113 Gurgaon ,Gurgaon,31500000.0,16,7,Fully Furnished,6.98,4.01,3.25,3.6,28.47,38,94
Independent/Builder Floor,4.0,4.0,2.0,1950.0,Palam Vihar,Gurgaon,25200000.0,6,5,Fully Furnished,7.23,2.47,3.83,7.64,27.66,20,84
Residential Apartment,2.0,2.0,2.0,8288.21458941046,Sector 76 Gurgaon,Gurgaon,4800000.0,0,4,Unfurnished,0.77,0.55,2.63,8.71,23.18,37,75
Residential Apartment,2.0,2.0,2.0,1125.0,Sector 33 Gurgaon,Gurgaon,11000000.0,7,10,Unfurnished,7.07,4.57,2.88,7.91,29.99,28,77
Residential Apartment,1.0,2.0,2.0,482.0,Sector 89 Gurgaon,Gurgaon,2500000.0,18,13,Fully Furnished,3.75,1.66,1.82,2.82,28.03,32,92
Independent/Builder Floor,3.0,3.0,4.0,2250.0,DLF Phase 1,Gurgaon,23500000.0,19,6,Semi-Furnished,6.59,2.3,2.52,3.72,24.69,21,87
Residential Apartment,3.0,3.0,2.0,1570.0,Sector 33 Gurgaon,Gurgaon,14000000.0,19,5,Unfurnished,1.33,4.24,0.99,4.32,22.16,35,94
Residential Apartment,2.0,2.0,2.0,540.0,Sector-5 Sohna,Gurgaon,2320000.0,9,6,Unfurnished,1.79,4.42,2.7,3.49,28.22,28,79
Independent/Builder Floor,2.0,2.0,3.0,1261.0,Sector 37D Gurgaon,Gurgaon,8500000.0,11,9,Semi-Furnished,7.84,3.6,3.66,5.08,15.43,17,78
Independent/Builder Floor,4.0,4.0,2.0,3762.0,Sector 57 Gurgaon,Gurgaon,28000000.0,0,1,Semi-Furnished,3.62,2.48,0.89,5.86,26.54,18,94
Independent House/Villa,2.0,2.0,2.0,1010.0,Sector 92 Gurgaon,Gurgaon,8328500.0,3,13,Unfurnished,6.49,3.4,2.21,2.21,19.15,37,80
Independent/Builder Floor,3.0,3.0,2.0,1710.0,Sector 55 Gurgaon,Gurgaon,16400000.0,3,11,Semi-Furnished,6.13,2.44,1.07,1.17,25.96,36,80
Independent/Builder Floor,4.0,3.0,4.0,2367.0,Sector 57 Gurgaon,Gurgaon,22200000.0,8,1,Semi-Furnished,6.4,1.42,0.51,4.59,23.32,16,92
Independent/Builder Floor,4.0,4.0,4.0,4500.0,Sushant Lok Phase 2,Gurgaon,38500000.0,14,13,Semi-Furnished,6.23,2.02,0.52,9.04,21.62,27,90
Independent/Builder Floor,3.0,3.0,2.0,2367.0,Sector 57 Gurgaon,Gurgaon,20500000.0,14,6,Semi-Furnished,7.35,3.22,1.04,8.38,17.61,18,77
Independent/Builder Floor,3.0,3.0,2.0,2160.0,Sector 56 Gurgaon,Gurgaon,25000000.0,6,2,Semi-Furnished,4.94,0.89,1.5,9.2,24.82,34,93
Independent/Builder Floor,3.0,3.0,4.0,1800.0,Sushant Lok Phase 2,Gurgaon,16400000.0,11,8,Fully Furnished,3.69,0.6,1.04,6.26,19.37,27,86
Independent/Builder Floor,3.0,3.0,2.0,1800.0,Sector 57 Gurgaon,Gurgaon,16700000.0,2,7,Unfurnished,7.44,0.52,3.2,7.51,28.43,20,85
Independent/Builder Floor,3.0,3.0,2.0,1836.0,Sector 57 Gurgaon,Gurgaon,16700000.0,19,6,Fully Furnished,3.18,1.0,0.48,6.86,24.2,18,78
Independent/Builder Floor,3.0,3.0,4.0,2700.0,Sector 56 Gurgaon,Gurgaon,26500000.0,8,4,Fully Furnished,5.23,1.12,0.36,5.32,25.64,23,93
Independent/Builder Floor,4.0,4.0,2.0,2700.0,Sector 57 Gurgaon,Gurgaon,27500000.0,13,9,Fully Furnished,6.91,3.54,0.89,3.11,26.85,18,88
Independent/Builder Floor,3.0,3.0,4.0,2700.0,Sushant Lok Phase 3,Gurgaon,21900000.0,12,7,Unfurnished,7.37,2.32,1.08,1.82,18.72,21,85
Independent/Builder Floor,3.0,3.0,2.0,2140.0,Sushant Lok Phase 3,Gurgaon,19900000.0,11,7,Unfurnished,7.62,0.7,2.73,7.86,20.24,24,90
Independent/Builder Floor,3.0,3.0,4.0,1800.0,Sushant Lok Phase 2,Gurgaon,19500000.0,0,5,Unfurnished,5.45,1.35,0.22,8.79,21.29,22,77
Independent/Builder Floor,4.0,4.0,4.0,2700.0,Sushant Lok Phase 2,Gurgaon,28500000.0,18,1,Fully Furnished,5.9,2.8,3.67,3.66,29.23,38,75
Independent/Builder Floor,4.0,4.0,4.0,2700.0,Sector 57 Gurgaon,Gurgaon,26500000.0,15,14,Unfurnished,4.23,3.3,1.28,7.83,17.88,26,86
Independent/Builder Floor,4.0,4.0,2.0,2700.0,Sushant Lok Phase 2,Gurgaon,22500000.0,11,14,Fully Furnished,2.64,4.94,0.59,8.75,20.73,32,94
Independent/Builder Floor,4.0,4.0,4.0,3150.0,Sector 63A Gurgaon,Gurgaon,37900000.0,9,2,Semi-Furnished,0.62,2.83,3.82,9.48,18.2,27,83
Independent/Builder Floor,3.0,4.0,2.0,1950.0,DLF Phase 5,Gurgaon,34000000.0,1,8,Unfurnished,2.17,1.04,3.63,2.52,25.36,20,78
Independent/Builder Floor,5.0,6.0,2.0,3600.0,Sector 48 Gurgaon,Gurgaon,35000000.0,17,11,Semi-Furnished,7.85,3.41,0.53,3.59,27.25,38,87
Residential Apartment,3.0,3.0,3.0,1789.0,Sector-33 Sohna,Gurgaon,14700999.0,12,5,Fully Furnished,6.55,3.23,1.88,4.81,21.04,29,92
Independent/Builder Floor,3.0,2.0,4.0,1200.0,Sector-33 Sohna,Gurgaon,10650000.0,5,2,Unfurnished,4.09,2.04,2.6,1.99,25.56,27,76
Independent/Builder Floor,3.0,2.0,4.0,1274.0,Sector-33 Sohna,Gurgaon,10700000.0,11,12,Unfurnished,3.08,3.46,3.18,2.9,17.23,33,90
Residential Apartment,3.0,3.0,4.0,1800.0,Sector-33 Sohna,Gurgaon,15500000.0,3,5,Semi-Furnished,0.98,4.68,3.93,1.45,17.43,30,91
Residential Apartment,3.0,3.0,4.0,1730.0,Sohna,Gurgaon,10500000.0,0,8,Fully Furnished,0.58,0.59,3.08,7.54,29.22,31,92
Independent/Builder Floor,3.0,2.0,3.0,1274.0,Sector-33 Sohna,Gurgaon,11500000.0,10,4,Fully Furnished,6.16,1.43,2.26,6.08,22.05,18,92
Residential Apartment,4.0,4.0,4.0,1400.0,Sector-33 Sohna,Gurgaon,24000000.0,7,3,Unfurnished,7.89,1.03,0.33,6.34,17.1,29,79
Residential Apartment,3.0,3.0,4.0,1730.0,Sohna,Gurgaon,10800000.0,1,5,Unfurnished,2.4,3.67,0.98,7.89,15.29,32,87
Residential Apartment,4.0,4.0,4.0,2600.0,Sector-33 Sohna,Gurgaon,28000000.0,1,13,Unfurnished,2.56,3.48,3.5,1.75,29.85,25,75
Residential Apartment,3.0,3.0,4.0,1300.0,Sector-33 Sohna,Gurgaon,15500000.0,15,7,Unfurnished,7.51,0.92,1.7,1.98,22.38,20,93
Residential Apartment,4.0,4.0,4.0,1800.0,Sector-33 Sohna,Gurgaon,23000000.0,0,2,Unfurnished,5.02,1.11,0.59,1.23,24.16,22,82
Independent/Builder Floor,3.0,2.0,3.0,740.0,Sector-33 Sohna,Gurgaon,11900000.0,3,1,Fully Furnished,1.8,4.33,3.23,2.31,19.06,20,89
Residential Apartment,3.0,4.0,4.0,2255.0,Sohna,Gurgaon,11000000.0,5,13,Unfurnished,0.84,3.17,0.66,4.99,27.44,20,90
Independent/Builder Floor,4.0,4.0,4.0,2350.0,Sohna,Gurgaon,31500000.0,19,11,Semi-Furnished,4.73,2.8,1.28,2.75,24.74,37,82
Residential Apartment,3.0,3.0,3.0,1115.0,Sohna,Gurgaon,15000000.0,13,5,Unfurnished,3.89,2.87,0.31,7.79,16.5,17,89
Independent/Builder Floor,2.0,2.0,2.0,800.0,Sector-33 Sohna,Gurgaon,10000000.0,19,13,Unfurnished,3.74,1.24,1.33,5.92,21.59,22,75
Residential Apartment,3.0,3.0,3.0,1789.0,Sector-33 Sohna,Gurgaon,14200000.0,14,13,Fully Furnished,7.77,2.29,3.31,9.0,21.32,15,91
Independent/Builder Floor,3.0,2.0,4.0,645.0,Sohna,Gurgaon,7500000.0,6,7,Fully Furnished,2.47,3.12,1.89,5.98,16.21,32,83
Independent/Builder Floor,2.0,2.0,3.0,800.0,Sector-33 Sohna,Gurgaon,9500000.0,6,13,Fully Furnished,4.16,2.71,0.99,8.24,24.83,28,76
Residential Apartment,3.0,4.0,4.0,2100.0,Sector-33 Sohna,Gurgaon,32000000.0,17,8,Semi-Furnished,2.1,2.43,2.02,8.88,16.51,30,90
Residential Apartment,4.0,5.0,4.0,2600.0,Sector-33 Sohna,Gurgaon,23000000.0,1,11,Fully Furnished,2.91,1.78,0.21,7.48,15.23,38,76
Residential Apartment,3.0,3.0,3.0,1789.0,Sector-33 Sohna,Gurgaon,15500000.0,19,8,Unfurnished,6.24,2.16,2.86,7.31,15.41,36,77
Independent/Builder Floor,4.0,5.0,4.0,1700.0,Sector-33 Sohna,Gurgaon,31000000.0,14,10,Fully Furnished,1.98,3.55,0.22,3.08,25.67,24,91
Residential Apartment,5.0,4.0,4.0,10000.0,Sector 22 Gurgaon,Gurgaon,110000000.0,0,9,Semi-Furnished,5.57,4.88,1.39,5.17,24.42,17,80
Residential Apartment,3.0,3.0,4.0,1062.0,Sector-2 Sohna,Gurgaon,14000000.0,16,11,Unfurnished,1.47,4.53,0.89,2.56,18.59,24,83
Residential Apartment,2.0,2.0,2.0,609.96,Sector-33 Sohna,Gurgaon,4350000.0,19,11,Unfurnished,1.93,4.09,3.79,2.4,29.31,21,93
Residential Apartment,3.0,3.0,3.0,3300.0,Sector 72 Gurgaon,Gurgaon,35500000.0,12,12,Semi-Furnished,0.67,3.71,0.67,2.9,17.54,20,84
Residential Apartment,3.0,4.0,4.0,2452.0,Sector 67 Gurgaon,Gurgaon,31800000.0,11,1,Fully Furnished,5.23,2.5,2.52,3.35,27.58,23,91
Residential Apartment,3.0,3.0,3.0,2403.0,Sector 60 Gurgaon,Gurgaon,28200000.0,14,7,Fully Furnished,7.93,2.27,1.62,7.92,24.42,38,92
Residential Apartment,3.0,3.0,3.0,2385.0,Sector 60 Gurgaon,Gurgaon,30500000.0,4,10,Fully Furnished,5.42,3.46,2.94,9.36,16.89,22,90
Residential Apartment,3.0,4.0,4.0,2185.0,Sector 72 Gurgaon,Gurgaon,32100000.0,6,8,Fully Furnished,7.42,1.33,1.48,1.75,17.74,29,78
Independent/Builder Floor,4.0,4.0,3.0,4700.0,DLF Phase 3,Gurgaon,52500000.0,7,6,Semi-Furnished,4.45,4.69,0.6,5.24,27.42,23,85
Residential Apartment,3.0,4.0,1.0,2025.0,Sector 102 Gurgaon,Gurgaon,18400000.0,13,10,Semi-Furnished,5.6,1.03,0.35,8.93,16.44,15,82
Residential Apartment,3.0,3.0,4.0,1669.0,Sector 102 Gurgaon,Gurgaon,18500000.0,3,14,Fully Furnished,7.44,1.02,3.96,4.63,28.09,30,84
Residential Apartment,2.0,2.0,3.0,1349.0,Sector 102 Gurgaon,Gurgaon,15200000.0,13,12,Semi-Furnished,1.15,1.32,3.86,9.01,19.96,24,92
Residential Apartment,3.0,3.0,3.0,1650.0,Sector 102 Gurgaon,Gurgaon,16600000.0,9,4,Unfurnished,4.98,0.82,1.02,4.96,26.24,33,92
Residential Apartment,2.0,2.0,2.0,1385.0,Sector 106 Gurgaon,Gurgaon,10900000.0,15,7,Fully Furnished,4.82,0.74,0.54,6.94,23.81,39,77
Independent/Builder Floor,3.0,3.0,3.0,1942.0,Sector 57 Gurgaon,Gurgaon,23000000.0,10,3,Unfurnished,0.75,1.19,2.51,8.35,15.95,31,92
Residential Apartment,3.0,3.0,2.0,2095.0,Sector 59 Gurgaon,Gurgaon,40000000.0,13,2,Unfurnished,1.67,1.97,2.82,8.3,18.68,17,77
Residential Apartment,3.0,4.0,2.0,2500.0,Sector 65 Gurgaon,Gurgaon,50000000.0,13,6,Unfurnished,4.64,3.06,2.99,5.47,29.08,32,93
Independent/Builder Floor,3.0,3.0,3.0,1500.0,Sector 57 Gurgaon,Gurgaon,18000000.0,1,2,Fully Furnished,4.23,2.93,3.67,2.02,15.35,26,80
Independent/Builder Floor,4.0,4.0,4.0,2523.0,Sector 57 Gurgaon,Gurgaon,29000000.0,12,6,Fully Furnished,3.08,0.83,1.16,5.73,25.83,37,82
Residential Apartment,4.0,5.0,4.0,3188.0,Sector 102 Gurgaon,Gurgaon,31500000.0,2,10,Fully Furnished,5.73,3.64,1.04,4.78,22.94,15,89
Residential Apartment,3.0,3.0,4.0,1698.0,Sector 102 Gurgaon,Gurgaon,17000000.0,17,3,Semi-Furnished,3.2,1.82,0.48,6.72,19.88,30,92
Residential Apartment,3.0,4.0,3.0,1889.0,Sector 102 Gurgaon,Gurgaon,20000000.0,3,14,Fully Furnished,6.27,2.36,0.77,4.61,28.43,29,76
Residential Apartment,4.0,4.0,4.0,3150.0,Sector 104 Gurgaon,Gurgaon,27500000.0,18,2,Unfurnished,6.57,2.15,2.67,9.94,21.79,18,79
Residential Apartment,3.0,4.0,4.0,2290.0,Sector 104 Gurgaon,Gurgaon,17900000.0,15,13,Fully Furnished,5.33,2.73,2.05,4.43,15.89,23,88
Residential Apartment,3.0,4.0,3.0,1900.0,Sector 106 Gurgaon,Gurgaon,13000000.0,3,8,Semi-Furnished,2.59,0.65,2.93,1.3,21.26,15,94
Residential Apartment,3.0,4.0,4.0,1760.0,Sector 106 Gurgaon,Gurgaon,13400000.0,18,4,Fully Furnished,6.52,1.37,2.56,8.33,23.68,35,76
Residential Apartment,3.0,3.0,0.0,1871.0,Sector 109 Gurgaon,Gurgaon,11000000.0,14,12,Semi-Furnished,2.39,1.19,2.88,9.74,24.6,31,81
Residential Apartment,3.0,4.0,1.0,2165.0,Sector 109 Gurgaon,Gurgaon,13500000.0,0,14,Unfurnished,2.77,4.11,2.22,5.52,20.63,22,93
Residential Apartment,4.0,5.0,4.0,2950.0,Sector 111 Gurgaon,Gurgaon,36500000.0,15,4,Unfurnished,5.07,3.0,3.8,3.33,18.38,16,86
Independent/Builder Floor,3.0,4.0,3.0,1611.000000000161,Sector 63A Gurgaon,Gurgaon,18000000.0,14,7,Unfurnished,5.67,3.92,2.76,2.01,27.74,19,86
Independent/Builder Floor,3.0,4.0,2.0,1620.000000000162,Sector 63A Gurgaon,Gurgaon,20000000.0,15,8,Unfurnished,3.28,3.68,2.88,9.54,20.09,37,91
Independent/Builder Floor,3.0,4.0,2.0,1575.0000000001576,Sector 63A Gurgaon,Gurgaon,17900000.0,19,12,Unfurnished,4.94,1.7,3.56,3.83,26.05,31,84
Independent/Builder Floor,3.0,3.0,2.0,1602.00000000016,Sector 63A Gurgaon,Gurgaon,18900000.0,0,13,Unfurnished,2.36,2.8,2.52,3.05,28.43,27,92
Independent/Builder Floor,3.0,3.0,2.0,2430.000000000243,Palam Vihar,Gurgaon,23900000.0,16,9,Semi-Furnished,6.46,1.15,1.07,9.13,22.64,25,89
Residential Apartment,2.0,2.0,1.0,1200.0,Sector 66 Gurgaon,Gurgaon,17500000.0,4,10,Unfurnished,7.94,4.01,1.82,5.5,26.89,29,82
Residential Apartment,3.0,4.0,3.0,1872.0,Sector 66 Gurgaon,Gurgaon,25500000.0,4,8,Fully Furnished,5.74,1.42,2.96,7.5,24.95,21,80
Residential Apartment,2.0,3.0,3.0,1486.0,Sector 66 Gurgaon,Gurgaon,18500000.0,6,14,Semi-Furnished,2.9,4.93,3.72,1.97,28.18,30,84
Residential Apartment,2.0,2.0,2.0,1158.0,Sector 66 Gurgaon,Gurgaon,16000000.0,12,4,Semi-Furnished,3.12,4.88,2.02,3.45,21.24,32,82
Residential Apartment,4.0,5.0,4.0,2864.0,sector 58 Gurgaon,Gurgaon,53500000.0,11,2,Fully Furnished,0.73,1.25,1.05,1.24,20.13,26,88
Residential Apartment,3.0,4.0,1.0,2164.0,sector 58 Gurgaon,Gurgaon,37500000.0,3,10,Fully Furnished,5.35,0.53,1.4,6.61,16.57,36,94
Residential Apartment,4.0,4.0,4.0,3192.0,Sector 67 Gurgaon,Gurgaon,45000000.0,3,5,Fully Furnished,5.0,1.03,1.82,9.04,25.13,39,94
Residential Apartment,4.0,5.0,4.0,3088.0,Sector 54 Gurgaon,Gurgaon,64500000.0,5,7,Fully Furnished,7.66,2.34,2.98,9.07,16.4,23,88
Residential Apartment,3.0,4.0,4.0,2651.0,Sector 54 Gurgaon,Gurgaon,62000000.0,14,2,Fully Furnished,3.52,4.01,0.6,8.98,20.78,37,76
Residential Apartment,3.0,4.0,2.0,2686.0,Sector 54 Gurgaon,Gurgaon,61000000.0,18,4,Unfurnished,7.5,4.31,0.38,4.44,27.13,34,84
Residential Apartment,3.0,4.0,4.0,2874.0,Sector 53 Gurgaon,Gurgaon,59700000.0,5,6,Semi-Furnished,6.2,2.67,3.99,4.33,17.21,39,82
Residential Apartment,4.0,5.0,4.0,3684.0,Sector 53 Gurgaon,Gurgaon,79000000.0,11,8,Fully Furnished,2.66,4.42,1.53,9.96,24.65,31,85
Residential Apartment,3.0,4.0,4.0,2874.0,Sector 53 Gurgaon,Gurgaon,59500000.0,13,10,Fully Furnished,0.62,4.48,1.17,7.6,24.75,26,88
Independent/Builder Floor,3.0,3.0,2.0,1430.0,Gwal Pahari,Gurgaon,13500000.0,17,13,Semi-Furnished,5.95,3.22,2.59,2.21,25.19,23,83
Independent/Builder Floor,3.0,3.0,2.0,1430.0,Gwal Pahari,Gurgaon,13800000.0,11,6,Semi-Furnished,4.22,2.04,3.74,2.06,21.27,20,82
Residential Apartment,2.0,3.0,3.0,1463.0,Sector 66 Gurgaon,Gurgaon,19000000.0,14,6,Unfurnished,7.71,3.85,1.87,7.29,23.74,15,86
Residential Apartment,4.0,4.0,3.0,2051.0,Sector 66 Gurgaon,Gurgaon,29500000.0,18,6,Semi-Furnished,0.67,3.52,3.28,9.48,17.83,31,91
Residential Apartment,4.0,5.0,3.0,4050.0,Sector 66 Gurgaon,Gurgaon,75000000.0,7,4,Fully Furnished,4.41,2.61,1.25,8.44,17.8,30,92
Residential Apartment,2.0,2.0,3.0,1250.0,Sector 65 Gurgaon,Gurgaon,17500000.0,8,13,Semi-Furnished,6.42,3.97,2.23,6.32,28.47,28,83
Independent/Builder Floor,4.0,4.0,3.0,3500.0,Sector 65 Gurgaon,Gurgaon,45000000.0,4,3,Fully Furnished,6.42,4.18,2.29,2.39,15.54,33,83
Residential Apartment,4.0,5.0,4.0,3395.0,Sector 59 Gurgaon,Gurgaon,59400000.0,4,1,Semi-Furnished,5.54,3.42,1.09,1.91,15.52,32,83
Residential Apartment,3.0,4.0,2.0,2095.0,Sector 59 Gurgaon,Gurgaon,38700000.0,5,2,Semi-Furnished,3.46,0.57,2.37,9.12,15.55,37,79
Residential Apartment,3.0,4.0,2.0,2156.0,sector 58 Gurgaon,Gurgaon,38100000.0,2,2,Unfurnished,1.0,2.6,2.39,8.82,19.61,19,88
Residential Apartment,4.0,4.0,2.0,2163.0,sector 58 Gurgaon,Gurgaon,40000000.0,4,10,Fully Furnished,2.76,2.46,2.4,2.64,18.72,15,78
Residential Apartment,3.0,4.0,2.0,2156.0,sector 58 Gurgaon,Gurgaon,38000000.0,0,7,Unfurnished,5.38,4.52,1.73,8.74,23.17,35,84
Residential Apartment,3.0,4.0,1.0,2985.0,Sector 59 Gurgaon,Gurgaon,52237500.0,10,11,Unfurnished,6.28,2.8,2.61,7.3,29.28,33,94
Residential Apartment,3.0,4.0,1.0,2985.0,Sector 59 Gurgaon,Gurgaon,51500000.0,19,14,Fully Furnished,6.63,2.19,1.49,9.24,16.19,33,88
Residential Apartment,3.0,4.0,1.0,2985.0,Sector 59 Gurgaon,Gurgaon,51800000.0,0,6,Semi-Furnished,6.31,1.91,1.69,7.09,23.74,18,92
Residential Apartment,3.0,4.0,2.0,2588.0,Sector 62 Gurgaon,Gurgaon,33700000.0,6,8,Unfurnished,2.93,3.18,0.36,8.78,25.8,31,79
Residential Apartment,3.0,3.0,2.0,2588.0,Sector 62 Gurgaon,Gurgaon,33600000.0,14,9,Semi-Furnished,5.71,0.82,3.83,8.38,29.17,16,93
Residential Apartment,3.0,4.0,4.0,2250.0,Sector 61 Gurgaon,Gurgaon,43100000.0,16,5,Semi-Furnished,7.77,4.44,2.93,3.02,26.13,36,81
Residential Apartment,4.0,5.0,4.0,2750.0,Sector 61 Gurgaon,Gurgaon,52800000.0,7,11,Unfurnished,1.52,3.29,3.01,2.38,29.91,35,81
Residential Apartment,3.0,4.0,4.0,2250.0,Sector 61 Gurgaon,Gurgaon,43200000.0,1,3,Unfurnished,5.99,1.59,3.19,5.08,19.62,24,82
Residential Apartment,4.0,5.0,2.0,3395.0,Sector 59 Gurgaon,Gurgaon,57000000.0,12,4,Unfurnished,3.57,1.78,2.93,2.92,28.5,20,76
Residential Apartment,3.0,4.0,2.0,2595.0,Sector 59 Gurgaon,Gurgaon,38900000.0,11,14,Semi-Furnished,2.19,4.57,3.5,3.21,15.85,20,94
Residential Apartment,3.0,4.0,2.0,2295.0,Sector 59 Gurgaon,Gurgaon,36000000.0,4,11,Fully Furnished,2.9,0.65,0.29,6.83,23.79,37,88
Independent/Builder Floor,3.0,3.0,3.0,1388.0,Sector 65 Gurgaon,Gurgaon,26000000.0,12,8,Fully Furnished,1.75,1.86,0.6,2.9,28.79,25,92
